Artist and Title,Streams,Daily
Post Malone - Enemies,"43,26,08,283","94,816"
NLE Choppa - Shotta Flow,"43,24,15,447","2,65,490"
SAYGRACE - You Don't Own Me,"43,23,67,027","1,06,932"
Billie Eilish - xanny,"43,22,62,596","1,22,092"
Green Day - When I Come Around,"43,21,97,567","2,95,112"
Bee Gees - More Than A Woman,"43,19,60,364","4,34,927"
Piso 21 - Te Amo,"43,18,88,739","1,73,671"
Travis Scott - 90210,"43,17,30,821","4,13,119"
Kanye West - Violent Crimes,"43,16,85,598","5,30,693"
Juice WRLD - Smile,"43,16,15,430","1,24,713"
Tory Lanez - Say It,"43,15,75,326","2,76,159"
Bad Bunny - Un Ratito,"43,15,46,734","2,99,968"
Limp Bizkit - Rollin' (Air Raid Vehicle),"43,15,31,300","3,30,211"
Rihanna - What's My Name?,"43,13,63,093","2,33,901"
Benson Boone - In The Stars,"43,10,05,367","10,39,501"
Kid Rock - All Summer Long,"43,08,36,677","1,97,178"
Vegedream - Ramenez la coupe Ã  la maison,"43,08,32,064","2,65,220"
6LACK - PRBLMS,"43,07,87,787","1,20,954"
Various Artists -,"43,06,91,356",
Frank Ocean - Novacane,"43,06,24,452","5,51,352"
Soda Stereo - De MÃºsica Ligera,"43,05,51,039","4,03,046"
Chris Rea - Driving Home for Christmas,"43,01,94,581","20,513"
Christian Nodal - De Los Besos Que Te Di,"42,98,55,775","3,15,258"
Luniz - I Got 5 On It,"42,96,92,814","2,57,055"
Jordin Sparks - No Air,"42,96,63,093","1,87,507"
Olivia O'Brien - hate u love u,"42,95,40,438","1,24,666"
The Weeknd - Is There Someone Else?,"42,94,30,427","8,36,908"
Billie Eilish - Happier Than Ever,"42,89,06,155","3,09,741"
Nelly - Just A Dream,"42,88,41,156","2,52,216"
Backstreet Boys - Everybody (Backstreet's Back),"42,87,99,707","3,06,052"
Savage Garden - Truly Madly Deeply,"42,87,89,477","2,24,909"
Post Malone - Saint-Tropez,"42,87,60,662","1,55,481"
Troye Sivan - Angel Baby,"42,86,38,120","4,26,533"
Steve Miller Band - The Joker,"42,85,45,639","3,25,330"
Jess Glynne - I'll Be There,"42,83,25,656","1,40,322"
Duki - She Don't Give a Fo,"42,81,16,332","2,94,809"
Ariana Grande - motive,"42,80,54,272","2,68,201"
2 Chainz - We Own It (Fast & Furious),"42,76,52,176","1,68,305"
David Guetta - Bang My Head,"42,74,14,466","28,293"
Tego CalderÃ³n - Pa' Que Retozen,"42,73,24,091","6,12,869"
Destiny's Child - Survivor,"42,72,68,683","2,01,361"
Bad Bunny - Un Coco,"42,72,21,392","5,23,632"
Paramore - Ain't It Fun,"42,64,35,912","2,11,421"
Eric Clapton - Wonderful Tonight,"42,64,33,726","2,12,770"
Baby Bash - Suga Suga,"42,62,96,050","2,18,025"
Declan McKenna - Brazil,"42,61,11,586","3,74,514"
Miley Cyrus - When I Look At You,"42,60,44,966","1,63,241"
Selena Gomez & The Scene - Who Says,"42,60,37,992","3,21,547"
Tame Impala - Feels Like We Only Go Backwards,"42,58,68,506","2,19,221"
Lil Uzi Vert - Erase Your Social,"42,56,79,760","1,31,429"
Cigarettes After Sex - K.,"42,55,97,922","6,37,487"
Sufjan Stevens - Mystery of Love,"42,53,42,596","2,28,532"
JubÃ«l - Dancing In The Moonlight,"42,51,99,678","2,80,462"
Quevedo - PUNTO G,"42,51,05,458","8,92,458"
A$AP Rocky - Sundress,"42,48,26,415","3,90,854"
Trippie Redd - Dark Knight Dummo (Feat. Travis Scott),"42,40,12,829","1,61,445"
Jeremih - Planez,"42,37,94,464","1,02,595"
Ed Sheeran - Afterglow,"42,36,84,955","1,61,107"
Aqua - Barbie Girl,"42,36,57,510","5,54,190"
"Grover Washington, Jr. - Just the Two of Us","42,33,91,064","2,28,176"
Daya - Hide Away,"42,31,46,613","79,044"
Trey Songz - Slow Motion,"42,30,27,138","88,045"
Eric Carmen - Hungry Eyes,"42,25,42,619","2,91,284"
INTERWORLD - METAMORPHOSIS,"42,24,78,233","10,23,878"
50 Cent - Many Men (Wish Death),"42,24,63,454","4,39,791"
Calibre 50 - Si Te Pudiera Mentir,"42,22,09,553","3,16,568"
Juice WRLD - Hide,"42,21,55,141","2,34,020"
Ghost - Mary On A Cross,"42,21,38,844","7,62,318"
Red Hot Chili Peppers - Dark Necessities,"42,21,04,548","2,06,662"
Hozier - Someone New,"42,19,27,107","2,47,691"
Cochise - Tell Em,"42,19,03,558","3,04,237"
Lil Skies - Red Roses,"42,18,87,222","70,944"
French Montana - No Stylist,"42,18,10,915","70,396"
Liam Payne - For You (Fifty Shades Freed) (& Rita Ora),"42,15,71,732","88,727"
The Living Tombstone - My Ordinary Life,"42,15,64,231","4,09,712"
ROSALÃA - TKN,"42,15,37,719","1,28,208"
Chuck Berry - Johnny B. Goode,"42,15,17,147","2,88,172"
Ozuna - Baila Baila Baila,"42,14,44,738","2,21,320"
Bob Marley & The Wailers - Buffalo Soldier,"42,14,26,314","1,88,071"
"Four Tops - I Can't Help Myself (Sugar Pie, Honey Bunch)","42,11,96,071","2,81,717"
Myke Towers - Diosa,"42,04,35,755","2,06,605"
Weezer - Say It Ain't So,"42,00,67,342","2,28,331"
Billy Joel - We Didn't Start the Fire,"42,00,23,251","2,59,784"
Etta James - At Last,"41,99,94,002","2,35,096"
BTS - Black Swan,"41,99,57,953","1,47,905"
SZA - The Weekend,"41,98,71,300","1,89,883"
Christian Nodal - No Te Contaron Mal,"41,97,84,574","2,72,342"
Red Hot Chili Peppers - By the Way,"41,96,25,555","2,56,848"
Katy Perry - Harleys In Hawaii,"41,95,36,492","3,29,455"
"Daddy Yankee - Lo Que PasÃ³, PasÃ³","41,95,35,814","5,33,157"
24kGoldn - VALENTINO,"41,92,93,950","1,42,878"
"Yann Tiersen - Comptine d'un autre Ã©tÃ©, l'aprÃ¨s-midi","41,92,58,129","1,51,769"
Drake - From Time,"41,92,22,594","2,30,016"
Drowning Pool - Bodies,"41,91,62,075","2,93,913"
Daddy Yankee - Vuelve,"41,91,02,957","1,63,444"
Coyote Theory - This Side of Paradise,"41,86,78,387","3,59,749"
The Red Jumpsuit Apparatus - Face Down,"41,86,01,198","2,64,359"
TWICE - FANCY,"41,84,43,950","1,99,779"
TV Girl - Not Allowed,"41,84,04,292","7,10,132"
Eslabon Armado - Jugaste y SufrÃ­,"41,83,98,488","3,20,848"
Black Sabbath - Iron Man,"41,79,33,341","2,43,638"
Lizzo - Good as Hell,"41,79,22,272","91,054"
Grupo Frontera - QUE VUELVAS,"41,79,20,650","11,49,149"
Talking Heads - Psycho Killer,"41,78,75,043","3,12,824"
Blind Melon - No Rain,"41,78,72,658","2,55,171"
BTS - ON,"41,78,53,989","1,17,367"
Keane - Everybody's Changing,"41,77,82,393","2,42,795"
Peter Bjorn and John - Young Folks,"41,76,64,030","2,83,994"
"Frankie Valli & The Four Seasons - December, 1963 (Oh What a Night!)","41,76,20,847","2,65,277"
Prince - Purple Rain,"41,75,89,536","2,00,769"
Hillsong UNITED - Oceans (Where Feet May Fail),"41,75,75,824","2,17,750"
Belinda Carlisle - Heaven Is A Place On Earth,"41,75,74,810","2,97,456"
$uicideboy$ - Paris,"41,75,20,520","3,45,334"
Robin Schulz - Shed a Light,"41,70,96,478","43,730"
MÃ¥neskin - ZITTI E BUONI,"41,70,36,916","2,08,395"
KISS - Rock And Roll All Nite,"41,69,55,755","2,66,892"
KAROL G - CrÃ©eme,"41,68,81,178","1,92,209"
BTS - IDOL,"41,67,87,209","1,49,560"
Aya Nakamura - Djadja,"41,63,46,746","1,23,236"
Michael Jackson - Man in the Mirror,"41,61,51,899","1,63,836"
Bob Marley & The Wailers - One Love / People Get Ready,"41,60,55,690","2,24,555"
Fergie - Fergalicious,"41,60,22,249","1,72,551"
PSY - Gangnam Style (ê°ë¨ì¤íì¼),"41,59,99,007","2,07,851"
Jess Glynne - Hold My Hand,"41,59,34,174","83,162"
Kanye West - Waves,"41,58,96,542","1,40,258"
Mon Laferte - Tu Falta De Querer,"41,57,38,163","3,39,340"
Sublime - What I Got,"41,54,73,152","2,04,886"
Fall Out Boy - Immortals,"41,51,92,269","2,04,567"
flora cash - You're Somebody Else,"41,50,93,296","2,17,182"
Alien Ant Farm - Smooth Criminal,"41,50,76,927","2,40,188"
Linkin Park - BURN IT DOWN,"41,49,49,190","2,86,237"
Mother Mother - Hayloft,"41,49,22,295","2,04,302"
Jason Aldean - You Make It Easy,"41,49,09,940","1,84,793"
Rich Music LTD - Quizas,"41,46,92,864","1,66,403"
Bella Poarch - Build a Bitch,"41,43,02,277","1,80,443"
Ellie Goulding - How Long Will I Love You,"41,41,18,515","1,99,293"
Chris Brown - Forever,"41,41,08,641","3,30,372"
Tina Turner - What's Love Got to Do with It,"41,41,03,477","2,52,855"
Meghan Trainor - Lips Are Movin,"41,39,98,180","1,20,244"
Unknown - Young Folks,"41,38,16,422","2,59,236"
Alex Rose - Toda,"41,37,98,990","2,25,524"
Shouse - Love Tonight (Edit),"41,37,72,424","1,86,334"
girl in red - i wanna be your girlfriend,"41,37,58,052","2,34,442"
System Of A Down - Aerials,"41,36,83,870","3,67,386"
Red Velvet - Psycho,"41,36,20,940","1,72,509"
Rusted Root - Send Me On My Way,"41,33,96,254","2,14,336"
Lou Reed - Walk On the Wild Side,"41,33,89,811","1,58,724"
Billie Eilish - hostage,"41,31,10,054","2,24,421"
Major Lazer - Know No Better,"41,30,08,453","59,024"
Maroon 5 - Wait,"41,26,99,528","77,591"
Morgan Wallen - You Proof,"41,25,38,765","9,45,161"
Alex Rose - Toda Remix,"41,25,25,633","2,07,167"
Haley Reinhart - Can't Help Falling in Love,"41,21,94,014","2,24,297"
Lele Pons - Se Te Nota,"41,21,49,760","1,07,200"
Sech - Que Mas Pues,"41,19,98,758","1,07,395"
Sara Bareilles - Love Song,"41,19,97,422","1,56,010"
Florida Georgia Line - Cruise,"41,19,42,675","1,69,988"
Amy Winehouse - You Know I'm No Good,"41,18,96,065","1,79,339"
Elvis Presley - Jailhouse Rock,"41,18,94,464","2,19,967"
5 Seconds of Summer - Amnesia,"41,18,26,671","1,20,413"
DaBaby - VIBEZ,"41,17,98,125","74,455"
Bruce Springsteen - Born in the U.S.A.,"41,16,94,573","1,95,867"
Sabrina Carpenter - Nonsense,"41,16,84,740","15,23,488"
Christina Perri - human,"41,14,99,401","1,02,165"
Tiago PZK - Entre Nosotros,"41,13,79,159","2,99,359"
Fuerza Regida - Bebe Dame,"41,09,83,049","7,57,161"
Bad Bunny - Estamos Bien,"41,09,21,723","1,22,799"
Young Money - Trophies,"41,07,35,006","2,55,534"
Megan Thee Stallion - Savage Remix,"41,06,98,274","86,759"
Alicia Keys - Fallin',"41,06,42,193","2,46,797"
Ski Mask The Slump God - Nuketown,"41,05,30,081","1,83,181"
Fountains Of Wayne - Stacy's Mom,"41,05,23,123","2,09,291"
Billie Eilish - my future,"41,04,33,126","1,93,489"
The Supremes - You Can't Hurry Love,"41,02,63,339","2,26,400"
Migos - Narcos,"41,01,57,528","1,04,364"
Imanbek - Belly Dancer,"40,99,35,379","5,60,100"
Machine Gun Kelly - Home,"40,99,23,638","1,27,342"
Eric Clapton - Cocaine,"40,98,46,971","1,76,534"
Jaymes Young - Happiest Year,"40,97,85,619","1,99,539"
Pablo AlborÃ¡n - Saturno,"40,94,98,290","3,68,662"
The Turtles - Happy Together,"40,93,20,698","2,39,961"
Carly Simon - You're So Vain,"40,92,16,589","2,44,323"
Kendrick Lamar - ELEMENT.,"40,89,26,729","1,28,229"
Florida Georgia Line - H.O.L.Y.,"40,88,86,644","84,976"
Los Ãngeles Azules - Nunca Es Suficiente,"40,87,93,436","2,34,617"
Post Malone - Ball For Me,"40,86,64,135","80,996"
Bon Iver - Holocene,"40,84,35,943","1,10,911"
Billy Joel - Vienna,"40,83,91,391","4,15,435"
Fools Garden - Lemon Tree,"40,81,36,861","2,65,211"
Drake - I'm Upset,"40,80,04,622","92,515"
Kid Cudi - Mr. Rager,"40,77,96,176","2,93,378"
Lil Uzi Vert - You Was Right,"40,77,81,040","77,095"
TiÃ«sto - Ritual,"40,77,13,252","1,06,324"
DVRST - Close Eyes,"40,76,26,576","4,56,458"
Kanye West - Ghost Town,"40,75,78,853","2,93,871"
The Strumbellas - Spirits,"40,75,64,266","1,34,518"
Michael Jackson - Rock with You,"40,75,12,062","3,12,763"
Beach Bunny - Prom Queen,"40,69,46,873","3,96,502"
Mac Miller - Good News,"40,68,19,383","1,84,764"
Shakira - Perro Fiel,"40,67,56,418","1,11,222"
Vampire Weekend - A-Punk,"40,67,22,746","2,52,170"
Romeo Santos - Imitadora,"40,66,46,371","3,04,263"
Alessia Cara - Wild Things,"40,65,95,672","68,911"
David Bowie - Starman,"40,65,81,258","2,87,267"
Daddy Yankee - Adictiva,"40,65,42,386","89,437"
Jennifer Lopez - On The Floor,"40,63,29,045","1,61,711"
Clairo - Pretty Girl,"40,62,30,853","1,72,818"
Two Feet - I Feel Like I'm Drowning,"40,61,37,089","3,17,744"
Aventura - Obsesion,"40,58,79,519","3,09,985"
Unknown - Layla,"40,56,88,784","1,82,599"
The Ronettes - Sleigh Ride,"40,55,44,277","27,698"
Shakira - La Tortura,"40,55,17,140","2,79,449"
Kylie Minogue - Can't Get You out of My Head,"40,53,09,299","3,60,622"
The Police - Message In A Bottle,"40,52,72,435","3,11,794"
Megan Thee Stallion - Savage,"40,51,08,107","85,266"
Ryan Castro - Jordan,"40,50,74,452","2,46,364"
Shakira - MonotonÃ­a,"40,49,98,805","4,81,621"
Ricky Montgomery - Mr. Loverman,"40,49,47,554","2,89,077"
Linkin Park - Papercut,"40,48,41,038","3,02,208"
Nathan Evans - Wellerman,"40,47,61,774","1,62,690"
Paul McCartney - Wonderful Christmastime,"40,44,24,985","16,436"
Juice WRLD - Let Me Know (I Wonder Why Freestyle),"40,43,58,754","3,57,050"
Elvis Presley - Suspicious Minds,"40,43,27,046","2,11,487"
Pitbull - International Love,"40,43,00,468","3,12,787"
Taylor Swift - You Belong With Me (Taylorâs Version),"40,41,56,973","10,26,297"
Sebastian Yatra - Ya No Tiene Novio,"40,41,12,301","1,11,470"
Rauw Alejandro - ElegÃ­,"40,39,81,931","1,56,543"
Bill Medley - (I've Had) The Time Of My Life,"40,36,99,127","2,11,742"
FINNEAS - Let's Fall in Love for the Night,"40,36,64,178","1,26,189"
Queen - Love Of My Life,"40,32,85,751","2,00,677"
OneRepublic - I Lived,"40,32,69,547","2,27,758"
The 1975 - Chocolate,"40,29,15,457","1,36,701"
Michael BublÃ© - Feeling Good,"40,28,70,069","3,42,885"
NEIKED - Sexual,"40,28,22,927","49,736"
Ronan Keating - When You Say Nothing At All,"40,27,27,786","1,77,103"
Katy Perry - Swish Swish,"40,26,97,235","58,421"
Blessd - Medallo,"40,25,83,146","2,01,550"
Childish Gambino - Sober,"40,24,96,969","1,07,263"
Jeremih - Birthday Sex,"40,24,71,710","2,57,504"
David Guetta - Without You,"40,22,64,726","2,55,049"
Korn - Freak On a Leash,"40,22,58,929","2,98,259"
Mora - 512,"40,22,21,597","3,21,415"
Kent Jones - Don't Mind,"40,18,34,967","51,960"
Brent Faiyaz - Trust,"40,18,08,044","4,29,193"
Travis Scott - 5% TINT,"40,17,98,025","3,62,347"
Ariana Grande - Everyday,"40,16,96,171","4,55,876"
MotÃ¶rhead - Ace of Spades,"40,16,49,801","2,28,547"
Andra Day - Rise Up,"40,15,41,824","1,74,084"
Martin Garrix - High On Life,"40,15,02,243","1,34,578"
The Lumineers - Sleep On The Floor,"40,14,47,208","2,26,752"
Taylor Swift - End Game,"40,14,11,543","3,48,946"
David Guetta - When Love Takes Over,"40,13,05,056","3,01,559"
Kendrick Lamar - Swimming Pools (Drank),"40,11,59,753","2,01,943"
Morgan Wallen - More Than My Hometown,"40,10,26,249","3,80,527"
LeÃ³n Larregui - Brillas,"40,08,79,781","3,06,765"
Black Eyed Peas - Just Canât Get Enough,"40,08,70,936","3,72,150"
P!nk - Walk Me Home,"40,08,65,283","1,02,604"
Cardi B - Bartier Cardi,"40,05,62,898","48,130"
Alejandro Sanz - CorazÃ³n partÃ­o,"40,03,02,138","2,29,864"
Cults - Always Forever,"40,00,95,404","3,79,962"
J Balvin - Sigo ExtraÃ±Ã¡ndote,"40,00,35,026","1,06,659"
Lynyrd Skynyrd - Simple Man,"39,97,45,186","2,47,927"
Richard Marx - Right Here Waiting,"39,95,49,516","2,50,073"
The Neighbourhood - You Get Me So High,"39,92,18,096","6,17,797"
Clairo - Bubble Gum,"39,89,36,748","3,70,661"
Bing Crosby - White Christmas,"39,87,25,594","12,50,615"
Shaggy - Angel,"39,83,10,263","3,39,498"
